id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance
e6RHSG0d94yzA3McN-eFxg,gemini-paris-2,Gemini,https://s3-media1.fl.yelpcdn.com/bphoto/qOqdhgVcEI8cpfNyYfbmFA/o.jpg,False,https://www.yelp.com/biz/gemini-paris-2?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,40,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 48.8593674647599, 'longitude': 2.34705866389581}",[],€€,"{'address1': '16 rue des Halles', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['16 rue des Halles', '75001 Paris', 'France']}",+33142615920,+33 1 42 61 59 20,460.5143411189723
70xArgLO0k56YAytyBIHyg,baguetts-café-paris,Baguett's Café,https://s3-media4.fl.yelpcdn.com/bphoto/u76vXA5l4WD0uH2YAuMyxA/o.jpg,False,https://www.yelp.com/biz/baguetts-caf%C3%A9-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,230,"[{'alias': 'cafes', 'title': 'Cafes'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 48.86528, 'longitude': 2.33657}",[],€€,"{'address1': '33 rue de Richelieu', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['33 rue de Richelieu', '75001 Paris', 'France']}",+33954830486,+33 9 54 83 04 86,556.2220788075778
15tUXLav_KIRjszu8IJJ3w,le-bistrot-des-vosges-paris,Le Bistrot des Vosges,https://s3-media3.fl.yelpcdn.com/bphoto/-IQcQMCy58EY6wMN3iiPZg/o.jpg,False,https://www.yelp.com/biz/le-bistrot-des-vosges-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,68,"[{'alias': 'bistros', 'title': 'Bistros'}]",4.5,"{'latitude': 48.8557424, 'longitude': 2.368231}",[],€€,"{'address1': '31 bd Beaumarchais', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': ['31 bd Beaumarchais', '75004 Paris', 'France']}",+33142729485,+33 1 42 72 94 85,2029.4970632725788
n601y41nOORUePsM7KsuaA,gambino-paris-2,Gambino,https://s3-media2.fl.yelpcdn.com/bphoto/enVtWtDQKDCjZkl6Xa7OGw/o.jpg,False,https://www.yelp.com/biz/gambino-paris-2?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,232,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 48.86736, 'longitude': 2.33298}",[],€€,"{'address1': '6 rue Gomboust', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['6 rue Gomboust', '75001 Paris', 'France']}",+33142601270,+33 1 42 60 12 70,901.5001287226743
TWsuxL7J0iACK5KplxZMtA,le-p-tit-bistro-paris-2,Le P'tit Bistro,https://s3-media3.fl.yelpcdn.com/bphoto/aocsyBMxJeomQhF5m3-pyA/o.jpg,False,https://www.yelp.com/biz/le-p-tit-bistro-paris-2?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,18,"[{'alias': 'brasseries', 'title': 'Brasseries'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 48.85755, 'longitude': 2.34938}",[],€€,"{'address1': '8 rue Saint-Martin', 'address2': '', 'address3': None, 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': ['8 rue Saint-Martin', '75004 Paris', 'France']}",+33142785580,+33 1 42 78 55 80,721.268871756433
n-XIbgR-Gwb1CqBMyjwj0w,chez-fernand-paris,Chez Fernand,https://s3-media3.fl.yelpcdn.com/bphoto/HxekPVgyRGM9ZGQvQPosEw/o.jpg,False,https://www.yelp.com/biz/chez-fernand-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,218,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.85461, 'longitude': 2.33954}",[],€€€,"{'address1': '9 rue Christine', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75006', 'country': 'FR', 'state': '75', 'display_address': ['9 rue Christine', '75006 Paris', 'France']}",+33143251855,+33 1 43 25 18 55,839.1033071385376
KggnM_Z4wOa_JExunaaWHg,le-temps-des-cerises-paris-5,Le Temps des Cerises,https://s3-media4.fl.yelpcdn.com/bphoto/UqeDuXHQOBoBoKWguRUsFg/o.jpg,False,https://www.yelp.com/biz/le-temps-des-cerises-paris-5?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,371,"[{'alias': 'french', 'title': 'French'}, {'alias': 'bistros', 'title': 'Bistros'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 48.852569, 'longitude': 2.364184}",[],€€€,"{'address1': '31 rue de la Cerisaie', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': ['31 rue de la Cerisaie', '75004 Paris', 'France']}",+33142720863,+33 1 42 72 08 63,1920.7073073260806
PHsKPp496sFZm9K9Xz_TlA,sanukiya-paris,Sanukiya,https://s3-media3.fl.yelpcdn.com/bphoto/agVs3MAwhJfs8dJcqShryg/o.jpg,False,https://www.yelp.com/biz/sanukiya-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,376,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.5,"{'latitude': 48.8647, 'longitude': 2.3338199}",[],€€,"{'address1': ""9 rue d'Argenteuil"", 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': [""9 rue d'Argenteuil"", '75001 Paris', 'France']}",+33142605261,+33 1 42 60 52 61,687.1289064340056
DwZsEW-rBrBBLHioGdKoAg,la-fontaine-de-mars-paris-2,La Fontaine de Mars,https://s3-media3.fl.yelpcdn.com/bphoto/uI4ifexZBDt-tW1Im7B_8w/o.jpg,False,https://www.yelp.com/biz/la-fontaine-de-mars-paris-2?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,320,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.858394, 'longitude': 2.302568}",[],€€€,"{'address1': '129 rue Saint-Dominique', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75007', 'country': 'FR', 'state': '75', 'display_address': ['129 rue Saint-Dominique', '75007 Paris', 'France']}",+33147054644,+33 1 47 05 46 44,2922.4633600414268
sFdV05m6Pw5Rw6DdrpQlIw,l-escargot-paris-3,L'Escargot,https://s3-media3.fl.yelpcdn.com/bphoto/mvTnZRX0Jn7R2pXsKYtjvA/o.jpg,False,https://www.yelp.com/biz/l-escargot-paris-3?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,262,"[{'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 48.864206, 'longitude': 2.3467}",[],€€€,"{'address1': '38 rue Montorgueil', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['38 rue Montorgueil', '75001 Paris', 'France']}",+33142368351,+33 1 42 36 83 51,416.3347408028919
JlPLkE5YaR4LzZIB-7J7ZA,la-poule-au-pot-paris-2,La Poule au Pot,https://s3-media3.fl.yelpcdn.com/bphoto/l61th_eLBSa2A7Rm4iEhXw/o.jpg,False,https://www.yelp.com/biz/la-poule-au-pot-paris-2?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,115,"[{'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 48.861797, 'longitude': 2.343306}",[],€€€,"{'address1': '9 rue Vauvilliers', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['9 rue Vauvilliers', '75001 Paris', 'France']}",+33142363296,+33 1 42 36 32 96,86.60792010028803
PXYLVsHC33f_dQVVCH-PMw,victoires-paris-2,Victoires,https://s3-media2.fl.yelpcdn.com/bphoto/OuuWSKAR9c1oj_7bbDJ-Qw/o.jpg,False,https://www.yelp.com/biz/victoires-paris-2?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,250,"[{'alias': 'french', 'title': 'French'}]",4.0,"{'latitude': 48.865569, 'longitude': 2.340286}",[],€€,"{'address1': '6 rue la Vrillière', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['6 rue la Vrillière', '75001 Paris', 'France']}",+33142614378,+33 1 42 61 43 78,423.92921152509274
Vc-sEV8jnXpHbFeUvP5tLA,le-relais-de-l-entrecôte-paris-4,Le Relais de l'Entrecôte,https://s3-media2.fl.yelpcdn.com/bphoto/VMKPt5fG6PNQn0XnmDvYXQ/o.jpg,False,https://www.yelp.com/biz/le-relais-de-l-entrec%C3%B4te-paris-4?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,490,"[{'alias': 'steak', 'title': 'Steakhouses'}]",4.0,"{'latitude': 48.85469, 'longitude': 2.3329}",[],€€€,"{'address1': '20 rue Saint Benoît', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75006', 'country': 'FR', 'state': '75', 'display_address': ['20 rue Saint Benoît', '75006 Paris', 'France']}",+33145491600,+33 1 45 49 16 00,1054.0192939334372
bEvW28II36r2a-L_TWHS7Q,poulette-paris,Poulette,https://s3-media3.fl.yelpcdn.com/bphoto/Lzv_3DusrCGPMXxvIK9MSQ/o.jpg,False,https://www.yelp.com/biz/poulette-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,64,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.8634, 'longitude': 2.35068}",[],€€€,"{'address1': '3 Rue Etienne Marcel', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['3 Rue Etienne Marcel', '75001 Paris', 'France']}",+33953628917,+33 9 53 62 89 17,644.3897212645818
SkZWjUwmNgcCJJQvgJT1DQ,la-jacobine-paris,La Jacobine,https://s3-media3.fl.yelpcdn.com/bphoto/qbKEadzKAGdQqPdZJBfT7Q/o.jpg,False,https://www.yelp.com/biz/la-jacobine-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,320,"[{'alias': 'tea', 'title': 'Tea Rooms'}, {'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.8532345157095, 'longitude': 2.33900494873524}",[],€€€,"{'address1': '59-61 rue Saint-André des Arts', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75006', 'country': 'FR', 'state': '75', 'display_address': ['59-61 rue Saint-André des Arts', '75006 Paris', 'France']}",+33146341595,+33 1 46 34 15 95,996.9503876116776
_qACPRqSQ6Nvd20H8EY3uw,frenchie-restaurant-paris,Frenchie Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/MCwd2ZeG8IWRgnEDAetWag/o.jpg,False,https://www.yelp.com/biz/frenchie-restaurant-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,231,"[{'alias': 'french', 'title': 'French'}, {'alias': 'modern_european', 'title': 'Modern European'}]",4.5,"{'latitude': 48.867754322367, 'longitude': 2.3477420774331}",[],€€€€,"{'address1': '5-6 rue du Nil', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75002', 'country': 'FR', 'state': '75', 'display_address': ['5-6 rue du Nil', '75002 Paris', 'France']}",+33140399619,+33 1 40 39 96 19,763.3950800840072
PGH7BfXz0PNHuwlSt453rA,le-boui-boui-paris,Le Boui Boui,https://s3-media2.fl.yelpcdn.com/bphoto/xceS-6sNYtB24gTnFDrc_Q/o.jpg,False,https://www.yelp.com/biz/le-boui-boui-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,61,"[{'alias': 'french', 'title': 'French'}]",4.5,"{'latitude': 48.865005, 'longitude': 2.347665}",[],€€,"{'address1': '11 rue Marie Stuart', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75002', 'country': 'FR', 'state': '75', 'display_address': ['11 rue Marie Stuart', '75002 Paris', 'France']}",+33142364094,+33 1 42 36 40 94,526.9014333643286
-y7jgZ3cSCorkeXYGqyweA,万食如意-fresh-noodles-paris,万食如意 Fresh Noodles,https://s3-media2.fl.yelpcdn.com/bphoto/u82QZ0qCavPTli6eg71GfQ/o.jpg,False,https://www.yelp.com/biz/%E4%B8%87%E9%A3%9F%E5%A6%82%E6%84%8F-fresh-noodles-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,61,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",4.5,"{'latitude': 48.859595, 'longitude': 2.347833}",[],€€,"{'address1': '23 rue Saint-Denis', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['23 rue Saint-Denis', '75001 Paris', 'France']}",+33142338888,+33 1 42 33 88 88,491.97777663641165
28m3vU-aLX76lMEyT3WL5Q,pain-vin-fromages-paris,Pain Vin Fromages,https://s3-media2.fl.yelpcdn.com/bphoto/gBaxX3MHScEyCWpLGzG2Ew/o.jpg,False,https://www.yelp.com/biz/pain-vin-fromages-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,261,"[{'alias': 'fondue', 'title': 'Fondue'}]",4.5,"{'latitude': 48.860525, 'longitude': 2.354439}",[],€€,"{'address1': ""3 rue Geoffroy-l'Angevin"", 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75004', 'country': 'FR', 'state': '75', 'display_address': [""3 rue Geoffroy-l'Angevin"", '75004 Paris', 'France']}",+33142740752,+33 1 42 74 07 52,913.1624141139349
N5d7zQtjOKbDqPsFRu2EjA,le-bistrot-des-campagnes-paris-2,Le Bistrot des Campagnes,https://s3-media1.fl.yelpcdn.com/bphoto/k9ra5tM_csb7oYobQduE_g/o.jpg,False,https://www.yelp.com/biz/le-bistrot-des-campagnes-paris-2?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,130,"[{'alias': 'bistros', 'title': 'Bistros'}]",4.5,"{'latitude': 48.84096, 'longitude': 2.3307}",[],€€,"{'address1': '6 rue Léopold Robert', 'address2': None, 'address3': None, 'city': 'Paris', 'zip_code': '75014', 'country': 'FR', 'state': '75', 'display_address': ['6 rue Léopold Robert', '75014 Paris', 'France']}",+33140479127,+33 1 40 47 91 27,2473.795357661051
ce3vXRUtUKZjbGf2fv8VzQ,ober-mamma-paris,Ober Mamma,https://s3-media3.fl.yelpcdn.com/bphoto/W_QFGV2B3lBFgPagF7O7-w/o.jpg,False,https://www.yelp.com/biz/ober-mamma-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,294,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 48.86446, 'longitude': 2.37018}",[],€€,"{'address1': '107 boulevard Richard Lenoir', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75011', 'country': 'FR', 'state': '75', 'display_address': ['107 boulevard Richard Lenoir', '75011 Paris', 'France']}",+33158306278,+33 1 58 30 62 78,2058.541363116274
N3zQ7Y52QXRnfQy_Gri3yw,claus-la-table-du-petit-déjeuner-paris,Claus - La Table du Petit-Déjeuner,https://s3-media4.fl.yelpcdn.com/bphoto/t1ki9WgORTl1GpkY0LfzyQ/o.jpg,False,https://www.yelp.com/biz/claus-la-table-du-petit-d%C3%A9jeuner-paris?adjust_creative=lWGeH-LEHLA63JYPiK7UGw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=lWGeH-LEHLA63JYPiK7UGw,248,"[{'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 48.86246, 'longitude': 2.34053}",[],€€€,"{'address1': '14 rue Jean-Jacques Rousseau', 'address2': '', 'address3': '', 'city': 'Paris', 'zip_code': '75001', 'country': 'FR', 'state': '75', 'display_address': ['14 rue Jean-Jacques Rousseau', '75001 Paris', 'France']}",+33142335510,+33 1 42 33 55 10,128.77578245280193
